Bus_name,Bus_type,Start_time,End_time,Total_duration,Price,Seats_Available,Ratings,Route_link,Route_name
APSRTC - 5671,Express(Non AC Seater),10:30:00,13:55:00,03h 25m,186.0,42 Seats available,4.1,https://www.redbus.in/bus-tickets/chittoor-andhra-pradesh-to-bangalore,Chittoor (Andhra Pradesh) to Bangalore
APSRTC - 9045,Express(Non AC Seater),11:00:00,14:25:00,03h 25m,186.0,44 Seats available,4.0,https://www.redbus.in/bus-tickets/chittoor-andhra-pradesh-to-bangalore,Chittoor (Andhra Pradesh) to Bangalore
APSRTC - 5514,Express(Non AC Seater),11:20:00,15:45:00,04h 25m,220.0,41 Seats available,3.5,https://www.redbus.in/bus-tickets/chittoor-andhra-pradesh-to-bangalore,Chittoor (Andhra Pradesh) to Bangalore
APSRTC - 5647,Express(Non AC Seater),12:00:00,15:25:00,03h 25m,186.0,47 Seats available,4.2,https://www.redbus.in/bus-tickets/chittoor-andhra-pradesh-to-bangalore,Chittoor (Andhra Pradesh) to Bangalore
APSRTC - 9043,Express(Non AC Seater),12:30:00,15:50:00,03h 20m,186.0,44 Seats available,4.4,https://www.redbus.in/bus-tickets/chittoor-andhra-pradesh-to-bangalore,Chittoor (Andhra Pradesh) to Bangalore
APSRTC - 5398,"ULTRA DELUXE (NON-AC, 2+2 PUSH BACK)",12:45:00,16:45:00,04h 00m,246.0,37 Seats available,4.3,https://www.redbus.in/bus-tickets/chittoor-andhra-pradesh-to-bangalore,Chittoor (Andhra Pradesh) to Bangalore
NueGo,A/C Seater (2+2),00:30:00,05:10:00,04h 40m,332.0,25 Seats available,3.4,https://www.redbus.in/bus-tickets/chittoor-andhra-pradesh-to-bangalore,Chittoor (Andhra Pradesh) to Bangalore
RK Travels,Non A/C Seater / Sleeper (2+1),00:40:00,05:15:00,04h 35m,399.0,38 Seats available,3.6,https://www.redbus.in/bus-tickets/chittoor-andhra-pradesh-to-bangalore,Chittoor (Andhra Pradesh) to Bangalore
NueGo,Electric A/C Seater/Sleeper (2+1),02:30:00,05:10:00,02h 40m,199.0,1 Seat available,4.0,https://www.redbus.in/bus-tickets/chittoor-andhra-pradesh-to-bangalore,Chittoor (Andhra Pradesh) to Bangalore
NueGo,Electric A/C Seater (2+2),03:30:00,06:30:00,03h 00m,199.0,4 Seats available,3.8,https://www.redbus.in/bus-tickets/chittoor-andhra-pradesh-to-bangalore,Chittoor (Andhra Pradesh) to Bangalore
AKHILA TRAVELS,A/C Semi Sleeper / Sleeper (2+1),03:35:00,06:50:00,03h 15m,399.0,14 Seats available,3.8,https://www.redbus.in/bus-tickets/chittoor-andhra-pradesh-to-bangalore,Chittoor (Andhra Pradesh) to Bangalore
APSRTC - 23892,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",00:25:00,04:25:00,04h 00m,281.0,12 Seats available,5.0,https://www.redbus.in/bus-tickets/visakhapatnam-to-kakinada,Visakhapatnam to Kakinada
APSRTC - 2768,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",01:00:00,05:00:00,04h 00m,281.0,16 Seats available,4.7,https://www.redbus.in/bus-tickets/visakhapatnam-to-kakinada,Visakhapatnam to Kakinada
APSRTC - 3473,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",03:35:00,08:00:00,04h 25m,250.0,31 Seats available,3.7,https://www.redbus.in/bus-tickets/visakhapatnam-to-kakinada,Visakhapatnam to Kakinada
APSRTC - 23552,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",04:10:00,08:30:00,04h 20m,250.0,27 Seats available,4.9,https://www.redbus.in/bus-tickets/visakhapatnam-to-kakinada,Visakhapatnam to Kakinada
APSRTC - 23540,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",04:40:00,09:00:00,04h 20m,250.0,34 Seats available,3.4,https://www.redbus.in/bus-tickets/visakhapatnam-to-kakinada,Visakhapatnam to Kakinada
APSRTC - 3333,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",04:50:00,08:25:00,03h 35m,281.0,34 Seats available,4.1,https://www.redbus.in/bus-tickets/visakhapatnam-to-kakinada,Visakhapatnam to Kakinada
APSRTC - 3405,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",05:05:00,09:30:00,04h 25m,250.0,34 Seats available,4.6,https://www.redbus.in/bus-tickets/visakhapatnam-to-kakinada,Visakhapatnam to Kakinada
APSRTC - 35068,"ULTRA DELUXE (NON-AC, 2+2 PUSH BACK)",05:15:00,09:00:00,03h 45m,269.0,37 Seats available,3.7,https://www.redbus.in/bus-tickets/visakhapatnam-to-kakinada,Visakhapatnam to Kakinada
APSRTC - 3401,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",05:35:00,10:00:00,04h 25m,250.0,34 Seats available,3.5,https://www.redbus.in/bus-tickets/visakhapatnam-to-kakinada,Visakhapatnam to Kakinada
APSRTC - 27084,METRO LUXURY A/C,05:45:00,09:30:00,03h 45m,341.0,20 Seats available,4.5,https://www.redbus.in/bus-tickets/visakhapatnam-to-kakinada,Visakhapatnam to Kakinada
APSRTC - 2582,INDRA(A.C. Seater),06:10:00,10:00:00,03h 50m,302.0,20 Seats available,4.5,https://www.redbus.in/bus-tickets/visakhapatnam-to-kakinada,Visakhapatnam to Kakinada
APSRTC - 3337,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",06:15:00,09:50:00,03h 35m,281.0,38 Seats available,3.7,https://www.redbus.in/bus-tickets/visakhapatnam-to-kakinada,Visakhapatnam to Kakinada
APSRTC - 3325,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",06:30:00,10:35:00,04h 05m,250.0,34 Seats available,3.7,https://www.redbus.in/bus-tickets/visakhapatnam-to-kakinada,Visakhapatnam to Kakinada
APSRTC - 4906,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",06:45:00,11:40:00,04h 55m,250.0,34 Seats available,3.7,https://www.redbus.in/bus-tickets/visakhapatnam-to-kakinada,Visakhapatnam to Kakinada
APSRTC - 2218,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",06:50:00,11:10:00,04h 20m,250.0,34 Seats available,3.9,https://www.redbus.in/bus-tickets/visakhapatnam-to-kakinada,Visakhapatnam to Kakinada
Sai RK Travels,Non A/C Seater / Sleeper (2+1),22:40:00,02:30:00,03h 50m,599.0,22 Seats available,4.4,https://www.redbus.in/bus-tickets/visakhapatnam-to-kakinada,Visakhapatnam to Kakinada
Vsaikrishna Travels,Non A/C Seater / Sleeper (2+1),22:00:00,02:00:00,04h 00m,500.0,33 Seats available,2.8,https://www.redbus.in/bus-tickets/visakhapatnam-to-kakinada,Visakhapatnam to Kakinada
Nani’s Sai Krishna Travels,Non A/C Seater / Sleeper (2+1),22:40:00,02:30:00,03h 50m,5000.0,42 Seats available,3.2,https://www.redbus.in/bus-tickets/visakhapatnam-to-kakinada,Visakhapatnam to Kakinada
Morning Star Travels,A/C Sleeper (2+1),21:10:00,02:25:00,05h 15m,790.0,27 Seats available,2.7,https://www.redbus.in/bus-tickets/visakhapatnam-to-kakinada,Visakhapatnam to Kakinada
MAHA BUS,A/C Sleeper (2+1),22:00:00,02:10:00,04h 10m,740.0,21 Seats available,0.0,https://www.redbus.in/bus-tickets/visakhapatnam-to-kakinada,Visakhapatnam to Kakinada
APSRTC - 52938,"ULTRA DELUXE (NON-AC, 2+2 PUSH BACK)",03:45:00,09:00:00,05h 15m,307.0,13 Seats available,4.0,https://www.redbus.in/bus-tickets/bangalore-to-ananthapur,Bangalore to Anantapur (andhra pradesh)
APSRTC - 52272,"ULTRA DELUXE (NON-AC, 2+2 PUSH BACK)",04:30:00,09:30:00,05h 00m,307.0,21 Seats available,3.9,https://www.redbus.in/bus-tickets/bangalore-to-ananthapur,Bangalore to Anantapur (andhra pradesh)
APSRTC - 6625,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",05:15:00,09:45:00,04h 30m,346.0,6 Seats available,4.6,https://www.redbus.in/bus-tickets/bangalore-to-ananthapur,Bangalore to Anantapur (andhra pradesh)
APSRTC - 6961,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",07:30:00,12:30:00,05h 00m,340.0,13 Seats available,3.3,https://www.redbus.in/bus-tickets/bangalore-to-ananthapur,Bangalore to Anantapur (andhra pradesh)
APSRTC - 6339,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",07:35:00,11:55:00,04h 20m,340.0,18 Seats available,3.9,https://www.redbus.in/bus-tickets/bangalore-to-ananthapur,Bangalore to Anantapur (andhra pradesh)
APSRTC - 6337,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",08:50:00,13:00:00,04h 10m,340.0,20 Seats available,4.6,https://www.redbus.in/bus-tickets/bangalore-to-ananthapur,Bangalore to Anantapur (andhra pradesh)
APSRTC - 6963,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",09:00:00,14:30:00,05h 30m,340.0,27 Seats available,4.1,https://www.redbus.in/bus-tickets/bangalore-to-ananthapur,Bangalore to Anantapur (andhra pradesh)
APSRTC - 6987,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",09:30:00,15:00:00,05h 30m,340.0,30 Seats available,4.1,https://www.redbus.in/bus-tickets/bangalore-to-ananthapur,Bangalore to Anantapur (andhra pradesh)
APSRTC - 52955,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",10:00:00,15:00:00,05h 00m,340.0,31 Seats available,4.2,https://www.redbus.in/bus-tickets/bangalore-to-ananthapur,Bangalore to Anantapur (andhra pradesh)
APSRTC - 51143,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",10:50:00,15:30:00,04h 40m,340.0,23 Seats available,3.1,https://www.redbus.in/bus-tickets/bangalore-to-ananthapur,Bangalore to Anantapur (andhra pradesh)
APSRTC - 6741,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",11:00:00,16:00:00,05h 00m,340.0,37 Seats available,3.5,https://www.redbus.in/bus-tickets/bangalore-to-ananthapur,Bangalore to Anantapur (andhra pradesh)
APSRTC - 6353,INDRA(A.C. Seater),11:20:00,15:15:00,03h 55m,433.0,12 Seats available,3.4,https://www.redbus.in/bus-tickets/bangalore-to-ananthapur,Bangalore to Anantapur (andhra pradesh)
APSRTC - 52221,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",12:00:00,17:00:00,05h 00m,340.0,37 Seats available,3.9,https://www.redbus.in/bus-tickets/bangalore-to-ananthapur,Bangalore to Anantapur (andhra pradesh)
APSRTC - 52222,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",12:30:00,17:30:00,05h 00m,340.0,31 Seats available,2.7,https://www.redbus.in/bus-tickets/bangalore-to-ananthapur,Bangalore to Anantapur (andhra pradesh)
APSRTC - 52223,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",13:00:00,18:00:00,05h 00m,340.0,38 Seats available,4.6,https://www.redbus.in/bus-tickets/bangalore-to-ananthapur,Bangalore to Anantapur (andhra pradesh)
IntrCity SmartBus,A/C Seater / Sleeper (2+1),19:35:00,23:35:00,04h 00m,679.0,33 Seats available,4.7,https://www.redbus.in/bus-tickets/bangalore-to-ananthapur,Bangalore to Anantapur (andhra pradesh)
Zingbus Plus,A/C Sleeper (2+1),20:05:00,23:35:00,03h 30m,1378.0,17 Seats available,4.7,https://www.redbus.in/bus-tickets/bangalore-to-ananthapur,Bangalore to Anantapur (andhra pradesh)
IntrCity SmartBus,AC Sleeper (2+1),20:35:00,00:20:00,03h 45m,729.0,33 Seats available,4.5,https://www.redbus.in/bus-tickets/bangalore-to-ananthapur,Bangalore to Anantapur (andhra pradesh)
IntrCity SmartBus,A/C Seater / Sleeper (2+1),22:05:00,02:10:00,04h 05m,599.0,36 Seats available,4.5,https://www.redbus.in/bus-tickets/bangalore-to-ananthapur,Bangalore to Anantapur (andhra pradesh)
IntrCity SmartBus,AC Sleeper (2+1),20:05:00,23:55:00,03h 50m,919.0,26 Seats available,4.0,https://www.redbus.in/bus-tickets/bangalore-to-ananthapur,Bangalore to Anantapur (andhra pradesh)
NueGo,A/C Seater (2+2),05:00:00,10:10:00,05h 10m,427.0,7 Seats available,3.8,https://www.redbus.in/bus-tickets/bangalore-to-chittoor-andhra-pradesh,Bangalore to Chittoor (Andhra Pradesh)
Yolo Bus,Bharat Benz A/C Seater /Sleeper (2+1),06:00:00,11:18:00,05h 18m,610.0,25 Seats available,3.8,https://www.redbus.in/bus-tickets/bangalore-to-chittoor-andhra-pradesh,Bangalore to Chittoor (Andhra Pradesh)
NueGo,Electric A/C Seater (2+2),06:00:00,10:30:00,04h 30m,389.0,8 Seats available,4.7,https://www.redbus.in/bus-tickets/bangalore-to-chittoor-andhra-pradesh,Bangalore to Chittoor (Andhra Pradesh)
NueGo,Electric A/C Seater (2+2),07:00:00,11:30:00,04h 30m,431.0,11 Seats available,4.2,https://www.redbus.in/bus-tickets/bangalore-to-chittoor-andhra-pradesh,Bangalore to Chittoor (Andhra Pradesh)
NueGo,Electric A/C Seater (2+2),09:00:00,13:30:00,04h 30m,427.0,9 Seats available,4.2,https://www.redbus.in/bus-tickets/bangalore-to-chittoor-andhra-pradesh,Bangalore to Chittoor (Andhra Pradesh)
NueGo,A/C Seater (2+2),11:00:00,16:10:00,05h 10m,544.0,11 Seats available,4.2,https://www.redbus.in/bus-tickets/bangalore-to-chittoor-andhra-pradesh,Bangalore to Chittoor (Andhra Pradesh)
NueGo,Electric A/C Seater (2+2),13:00:00,17:30:00,04h 30m,474.0,17 Seats available,4.3,https://www.redbus.in/bus-tickets/bangalore-to-chittoor-andhra-pradesh,Bangalore to Chittoor (Andhra Pradesh)
Yolo Bus,Bharat Benz A/C Seater /Sleeper (2+1),13:45:00,19:03:00,05h 18m,370.0,15 Seats available,4.2,https://www.redbus.in/bus-tickets/bangalore-to-chittoor-andhra-pradesh,Bangalore to Chittoor (Andhra Pradesh)
Kaveri Travels,A/C Seater / Sleeper (2+1),19:00:00,21:35:00,02h 35m,900.0,42 Seats available,3.8,https://www.redbus.in/bus-tickets/bangalore-to-chittoor-andhra-pradesh,Bangalore to Chittoor (Andhra Pradesh)
NueGo,Electric A/C Seater (2+2),14:00:00,18:30:00,04h 30m,474.0,15 Seats available,4.2,https://www.redbus.in/bus-tickets/bangalore-to-chittoor-andhra-pradesh,Bangalore to Chittoor (Andhra Pradesh)
Yolo Bus,Bharat Benz A/C Seater /Sleeper (2+1),14:55:00,20:43:00,05h 48m,320.0,31 Seats available,3.5,https://www.redbus.in/bus-tickets/bangalore-to-chittoor-andhra-pradesh,Bangalore to Chittoor (Andhra Pradesh)
Shyamoli Paribahan Pvt Ltd,Volvo 9600 A/C Seater/Sleeper (2+1),16:15:00,20:15:00,04h 00m,499.0,27 Seats available,3.7,https://www.redbus.in/bus-tickets/bangalore-to-chittoor-andhra-pradesh,Bangalore to Chittoor (Andhra Pradesh)
Siri SmartBus,VE A/C Sleeper (2+1),22:00:00,02:00:00,04h 00m,630.0,20 Seats available,0.0,https://www.redbus.in/bus-tickets/bangalore-to-chittoor-andhra-pradesh,Bangalore to Chittoor (Andhra Pradesh)
FlixBus,A/C Sleeper (2+1),18:00:00,00:05:00,06h 05m,483.04,8 Seats available,4.0,https://www.redbus.in/bus-tickets/bangalore-to-chittoor-andhra-pradesh,Bangalore to Chittoor (Andhra Pradesh)
RK Travels,Non A/C Seater / Sleeper (2+1),20:20:00,01:50:00,05h 30m,499.0,23 Seats available,3.3,https://www.redbus.in/bus-tickets/bangalore-to-chittoor-andhra-pradesh,Bangalore to Chittoor (Andhra Pradesh)
APSRTC - 51500,INDRA(A.C. Seater),00:40:00,03:55:00,03h 15m,433.0,26 Seats available,2.8,https://www.redbus.in/bus-tickets/ananthapur-to-bangalore,Anantapur (andhra pradesh) to Bangalore
APSRTC - 6274,STAR LINER(NON-AC SLEEPER 2+1),01:05:00,04:50:00,03h 45m,464.0,3 Seats available,4.5,https://www.redbus.in/bus-tickets/ananthapur-to-bangalore,Anantapur (andhra pradesh) to Bangalore
APSRTC - 6466,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",02:15:00,06:35:00,04h 20m,340.0,15 Seats available,4.0,https://www.redbus.in/bus-tickets/ananthapur-to-bangalore,Anantapur (andhra pradesh) to Bangalore
APSRTC - 6711,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",05:15:00,09:50:00,04h 35m,340.0,35 Seats available,4.4,https://www.redbus.in/bus-tickets/ananthapur-to-bangalore,Anantapur (andhra pradesh) to Bangalore
APSRTC - 6713,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",06:00:00,10:35:00,04h 35m,340.0,33 Seats available,3.3,https://www.redbus.in/bus-tickets/ananthapur-to-bangalore,Anantapur (andhra pradesh) to Bangalore
APSRTC - 6715,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",06:30:00,11:05:00,04h 35m,340.0,35 Seats available,4.2,https://www.redbus.in/bus-tickets/ananthapur-to-bangalore,Anantapur (andhra pradesh) to Bangalore
APSRTC - 6706,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",07:00:00,11:05:00,04h 05m,340.0,31 Seats available,3.3,https://www.redbus.in/bus-tickets/ananthapur-to-bangalore,Anantapur (andhra pradesh) to Bangalore
APSRTC - 6717,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",07:30:00,12:15:00,04h 45m,340.0,34 Seats available,4.2,https://www.redbus.in/bus-tickets/ananthapur-to-bangalore,Anantapur (andhra pradesh) to Bangalore
APSRTC - 52853,"ULTRA DELUXE (NON-AC, 2+2 PUSH BACK)",08:00:00,12:05:00,04h 05m,307.0,36 Seats available,3.9,https://www.redbus.in/bus-tickets/ananthapur-to-bangalore,Anantapur (andhra pradesh) to Bangalore
APSRTC - 6676,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",08:30:00,13:10:00,04h 40m,340.0,37 Seats available,4.7,https://www.redbus.in/bus-tickets/ananthapur-to-bangalore,Anantapur (andhra pradesh) to Bangalore
APSRTC - 52857,"ULTRA DELUXE (NON-AC, 2+2 PUSH BACK)",09:00:00,13:05:00,04h 05m,307.0,31 Seats available,2.9,https://www.redbus.in/bus-tickets/ananthapur-to-bangalore,Anantapur (andhra pradesh) to Bangalore
APSRTC - 6701,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",09:20:00,14:05:00,04h 45m,340.0,38 Seats available,3.8,https://www.redbus.in/bus-tickets/ananthapur-to-bangalore,Anantapur (andhra pradesh) to Bangalore
APSRTC - 6702,"ULTRA DELUXE (NON-AC, 2+2 PUSH BACK)",10:00:00,14:45:00,04h 45m,307.0,35 Seats available,4.6,https://www.redbus.in/bus-tickets/ananthapur-to-bangalore,Anantapur (andhra pradesh) to Bangalore
APSRTC - 6318,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",10:15:00,14:45:00,04h 30m,340.0,25 Seats available,3.7,https://www.redbus.in/bus-tickets/ananthapur-to-bangalore,Anantapur (andhra pradesh) to Bangalore
APSRTC - 52845,"ULTRA DELUXE (NON-AC, 2+2 PUSH BACK)",10:45:00,14:50:00,04h 05m,307.0,34 Seats available,4.1,https://www.redbus.in/bus-tickets/ananthapur-to-bangalore,Anantapur (andhra pradesh) to Bangalore
Sri Munirathnam Travels,Scania Multi-Axle AC Semi Sleeper (2+2),04:35:00,07:40:00,03h 05m,560.0,24 Seats available,4.0,https://www.redbus.in/bus-tickets/ananthapur-to-bangalore,Anantapur (andhra pradesh) to Bangalore
YAS TOURS AND TRAVELS,Volvo A/C B11R Multi Axle Semi Sleeper (2+2),22:05:00,01:00:00,02h 55m,800.0,27 Seats available,4.9,https://www.redbus.in/bus-tickets/ananthapur-to-bangalore,Anantapur (andhra pradesh) to Bangalore
IntrCity SmartBus,A/C Seater / Sleeper (2+1),04:15:00,07:20:00,03h 05m,769.0,6 Seats available,4.7,https://www.redbus.in/bus-tickets/ananthapur-to-bangalore,Anantapur (andhra pradesh) to Bangalore
Zingbus Plus,A/C Sleeper (2+1),04:45:00,09:45:00,05h 00m,955.0,1 Seat available,4.8,https://www.redbus.in/bus-tickets/ananthapur-to-bangalore,Anantapur (andhra pradesh) to Bangalore
YAS TOURS AND TRAVELS,Volvo Multi Axle A/C Sleeper I-Shift B11R (2+1),22:00:00,23:59:00,01h 59m,1500.0,24 Seats available,4.6,https://www.redbus.in/bus-tickets/ananthapur-to-bangalore,Anantapur (andhra pradesh) to Bangalore
APSRTC - 51626,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",00:30:00,04:43:00,04h 13m,344.0,31 Seats available,3.5,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,Hyderabad to Kurnool
APSRTC - 51607,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",01:00:00,05:15:00,04h 15m,344.0,26 Seats available,3.5,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,Hyderabad to Kurnool
APSRTC - 51137,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",01:30:00,05:43:00,04h 13m,344.0,29 Seats available,4.0,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,Hyderabad to Kurnool
APSRTC - 6393,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",02:00:00,06:58:00,04h 58m,344.0,27 Seats available,4.7,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,Hyderabad to Kurnool
APSRTC - 51351,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",03:45:00,08:30:00,04h 45m,344.0,21 Seats available,3.8,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,Hyderabad to Kurnool
APSRTC - 6593,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",05:00:00,10:15:00,05h 15m,376.0,14 Seats available,3.3,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,Hyderabad to Kurnool
APSRTC - 6565,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",05:20:00,10:45:00,05h 25m,344.0,26 Seats available,3.5,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,Hyderabad to Kurnool
APSRTC - 6879,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",05:30:00,11:45:00,06h 15m,376.0,20 Seats available,4.1,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,Hyderabad to Kurnool
APSRTC - 9291,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",07:00:00,13:15:00,06h 15m,376.0,26 Seats available,4.0,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,Hyderabad to Kurnool
APSRTC - 51244,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",07:00:00,12:00:00,05h 00m,344.0,27 Seats available,2.6,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,Hyderabad to Kurnool
FlixBus,A/C Sleeper (2+1),00:15:00,04:25:00,04h 10m,579.46,13 Seats available,3.4,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,Hyderabad to Kurnool
FlixBus,A/C Sleeper (2+1),00:15:00,03:15:00,03h 00m,562.5,11 Seats available,3.8,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,Hyderabad to Kurnool
Northern Travels,Bharat Benz A/C Seater /Sleeper (2+1),11:00:00,16:00:00,05h 00m,590.0,25 Seats available,3.0,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,Hyderabad to Kurnool
Royal Rich India,Bharat Benz A/C Sleeper (2+1),12:20:00,17:35:00,05h 15m,650.0,11 Seats available,4.9,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,Hyderabad to Kurnool
YAS TOURS AND TRAVELS,Volvo A/C Semi Sleeper (2+2),14:30:00,17:45:00,03h 15m,600.0,33 Seats available,3.8,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,Hyderabad to Kurnool
APSRTC - 5095,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",00:30:00,05:00:00,04h 30m,398.0,26 Seats available,1.8,https://www.redbus.in/bus-tickets/tirupathi-to-bangalore,Tirupati to Bangalore
APSRTC - 5051,VENNELA (A.C. SLEEPER),00:30:00,05:00:00,04h 30m,749.0,15 Seats available,3.3,https://www.redbus.in/bus-tickets/tirupathi-to-bangalore,Tirupati to Bangalore
APSRTC - 3870,VENNELA (A.C. SLEEPER),00:50:00,04:40:00,03h 50m,749.0,21 Seats available,2.5,https://www.redbus.in/bus-tickets/tirupathi-to-bangalore,Tirupati to Bangalore
APSRTC - 5091,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",00:50:00,05:20:00,04h 30m,398.0,33 Seats available,2.4,https://www.redbus.in/bus-tickets/tirupathi-to-bangalore,Tirupati to Bangalore
APSRTC - 35291,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",01:00:00,05:26:00,04h 26m,398.0,32 Seats available,3.7,https://www.redbus.in/bus-tickets/tirupathi-to-bangalore,Tirupati to Bangalore
APSRTC - 5027,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",01:30:00,06:00:00,04h 30m,398.0,33 Seats available,3.9,https://www.redbus.in/bus-tickets/tirupathi-to-bangalore,Tirupati to Bangalore
APSRTC - 4021,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",01:45:00,07:30:00,05h 45m,398.0,33 Seats available,2.0,https://www.redbus.in/bus-tickets/tirupathi-to-bangalore,Tirupati to Bangalore
APSRTC - 3872,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),02:00:00,05:40:00,03h 40m,680.0,30 Seats available,4.1,https://www.redbus.in/bus-tickets/tirupathi-to-bangalore,Tirupati to Bangalore
APSRTC - 4019,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",03:15:00,08:45:00,05h 30m,398.0,31 Seats available,2.8,https://www.redbus.in/bus-tickets/tirupathi-to-bangalore,Tirupati to Bangalore
APSRTC - 5650,Express(Non AC Seater),04:30:00,10:25:00,05h 55m,294.0,43 Seats available,4.4,https://www.redbus.in/bus-tickets/tirupathi-to-bangalore,Tirupati to Bangalore
APSRTC - 5512,SAPTAGIRI EXPRESS,06:30:00,12:30:00,06h 00m,289.0,41 Seats available,3.1,https://www.redbus.in/bus-tickets/tirupathi-to-bangalore,Tirupati to Bangalore
APSRTC - 5470,SAPTAGIRI EXPRESS,07:30:00,13:30:00,06h 00m,284.0,45 Seats available,4.6,https://www.redbus.in/bus-tickets/tirupathi-to-bangalore,Tirupati to Bangalore
APSRTC - 5466,SAPTAGIRI EXPRESS,08:30:00,14:30:00,06h 00m,284.0,46 Seats available,5.0,https://www.redbus.in/bus-tickets/tirupathi-to-bangalore,Tirupati to Bangalore
APSRTC - 9045,Express(Non AC Seater),09:00:00,14:25:00,05h 25m,280.0,39 Seats available,2.1,https://www.redbus.in/bus-tickets/tirupathi-to-bangalore,Tirupati to Bangalore
APSRTC - 5500,SAPTAGIRI EXPRESS,09:30:00,15:30:00,06h 00m,284.0,45 Seats available,4.8,https://www.redbus.in/bus-tickets/tirupathi-to-bangalore,Tirupati to Bangalore
GKT TRAVELS,A/C Seater/Sleeper (2+1),00:30:00,04:40:00,04h 10m,360.0,20 Seats available,3.1,https://www.redbus.in/bus-tickets/tirupathi-to-bangalore,Tirupati to Bangalore
Komitla Trans lines.,A/C Sleeper (2+1),00:50:00,06:41:00,05h 51m,476.0,21 Seats available,3.4,https://www.redbus.in/bus-tickets/tirupathi-to-bangalore,Tirupati to Bangalore
IRA Travels,Bharat Benz A/C Sleeper (2+1),01:00:00,06:30:00,05h 30m,500.0,10 Seats available,4.0,https://www.redbus.in/bus-tickets/tirupathi-to-bangalore,Tirupati to Bangalore
